name,brand,category,price,calories_per_100g,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg,ingredients,allergens,organic,gluten_free,description
"Artisan Tofu Snacks","GreenLife","Snacks",34.52,446,26.1,4.0,26.8,2.8,16.5,750,"natural ingredients","none",false,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",15.11,183,10.3,6.7,17.4,14.2,17.8,170,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",27.05,349,18.3,19.8,46.2,7.1,18.2,704,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",11.39,320,16.8,16.9,37.9,8.9,6.6,683,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",32.17,203,7.2,17.3,8.0,7.0,11.4,916,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",14.61,254,18.2,9.0,25.6,1.2,10.1,365,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",11.31,319,21.6,19.7,22.1,9.0,15.9,156,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",12.47,340,21.9,6.9,7.6,8.4,25.7,692,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",14.80,415,5.4,11.0,42.2,15.4,20.1,623,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",13.10,243,15.6,18.8,15.0,12.7,16.7,541,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",9.68,227,8.2,20.5,25.6,7.5,24.5,355,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",18.26,409,8.6,6.3,29.8,8.0,14.3,580,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",15.78,266,16.0,8.6,13.1,9.3,25.4,533,"natural ingredients","none",true,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",8.29,386,25.6,6.3,16.9,2.0,18.9,463,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",29.44,441,12.9,12.5,35.6,7.4,25.4,191,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",24.15,256,16.5,1.4,26.6,8.5,8.2,940,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",27.93,193,16.6,4.1,40.9,15.1,15.4,699,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",25.90,110,15.4,19.2,17.7,15.1,17.2,344,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",5.82,94,14.3,3.1,32.4,7.5,16.1,964,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",7.22,220,12.6,1.8,44.0,7.8,11.3,901,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",9.97,84,18.8,7.4,39.3,11.7,14.9,487,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",34.35,361,10.1,13.8,13.9,14.3,13.8,129,"natural ingredients","none",false,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",33.72,303,10.9,18.5,23.3,4.3,24.3,605,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",29.66,253,7.0,15.2,44.1,13.9,7.9,241,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",11.45,189,14.5,7.0,17.9,3.4,19.4,521,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",26.26,85,14.3,1.9,43.6,12.4,14.2,65,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",32.82,430,18.7,5.3,28.3,1.6,21.2,827,"natural ingredients","none",true,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",12.83,138,5.2,6.2,5.2,15.4,5.0,566,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",14.02,405,24.1,11.9,52.9,10.6,7.8,375,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",12.48,215,10.6,14.4,34.2,11.1,6.3,89,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",24.77,315,4.7,15.6,21.2,7.5,2.2,230,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",7.72,381,26.3,14.6,38.3,3.7,13.8,948,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",21.68,319,14.2,3.0,18.8,12.5,7.3,496,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",27.04,55,17.5,13.6,37.8,11.7,1.1,967,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",26.58,54,11.6,4.7,49.6,13.2,24.6,615,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",25.04,311,15.3,18.5,7.2,15.7,23.8,849,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",11.97,315,24.1,10.7,54.9,9.6,15.2,516,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",23.22,332,6.8,10.9,52.2,10.5,15.7,450,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",28.57,358,10.4,12.9,19.9,13.7,8.6,416,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",11.70,235,15.4,13.3,52.1,3.9,12.2,847,"natural ingredients","none",false,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",20.51,298,23.4,4.4,17.6,13.1,11.2,434,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",12.02,168,7.1,11.6,45.7,1.5,10.5,501,"natural ingredients","none",true,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",15.16,79,17.1,4.8,20.1,6.2,6.2,131,"natural ingredients","none",true,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",31.22,154,22.3,20.5,37.2,14.1,22.7,482,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",31.78,282,14.1,14.6,43.1,11.8,23.5,364,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",16.68,413,19.0,15.4,7.4,13.5,6.2,884,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",20.81,225,19.7,12.3,11.5,2.8,21.2,429,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",33.50,118,20.2,12.4,18.3,4.1,10.7,325,"natural ingredients","none",false,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",33.76,312,14.1,7.2,29.5,4.1,10.4,76,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",10.40,374,20.7,13.7,28.7,1.3,21.4,790,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",24.30,230,17.8,5.5,24.1,9.6,14.4,988,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",23.47,332,15.6,20.3,33.9,13.5,19.5,367,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",30.39,444,24.0,10.0,7.6,15.5,23.6,390,"natural ingredients","none",true,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",16.37,222,25.9,6.6,45.1,7.1,8.0,408,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",15.83,185,17.7,14.3,23.7,3.6,17.2,903,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",12.47,189,26.8,15.4,29.3,7.4,20.8,923,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",12.16,230,5.0,16.0,30.9,14.4,18.8,429,"natural ingredients","none",true,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",24.87,192,3.5,6.2,39.6,9.5,13.8,88,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",15.63,187,8.7,12.6,38.9,7.1,6.0,762,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",33.67,177,18.2,17.0,34.1,1.4,17.4,870,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",19.41,103,8.8,9.6,50.2,4.2,10.7,894,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",24.61,253,2.7,17.0,49.5,4.4,4.0,509,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",23.95,422,6.6,13.3,51.0,5.6,9.8,59,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",34.47,170,12.6,19.4,40.1,2.3,4.3,427,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",33.95,51,19.2,15.5,16.9,15.4,11.7,699,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",11.46,272,26.9,5.9,39.3,5.6,25.7,966,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",29.23,90,22.0,3.6,31.3,5.1,10.3,616,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",27.47,267,15.6,19.9,29.9,11.5,5.4,814,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",23.06,368,17.2,4.7,52.0,8.9,16.4,147,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",24.45,206,6.4,7.7,26.8,1.9,14.1,346,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",19.24,106,9.4,3.5,36.1,7.4,5.5,328,"natural ingredients","none",false,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",29.47,368,25.4,2.4,53.2,8.4,1.8,564,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",12.09,243,22.4,12.1,30.9,5.5,9.9,141,"natural ingredients","none",true,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",33.70,336,14.7,3.8,37.5,6.2,15.9,531,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",30.40,239,22.2,12.4,33.7,12.9,7.3,930,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",34.76,417,26.5,8.3,50.5,12.0,1.5,1006,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",21.67,247,26.9,3.0,17.9,5.9,5.8,468,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",17.75,172,20.6,5.1,21.2,2.8,9.6,413,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",34.78,133,15.4,19.4,15.9,10.5,11.4,212,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",33.77,280,3.5,5.5,44.5,4.1,20.8,155,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",24.46,74,20.9,6.6,53.4,13.9,6.4,763,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",27.50,372,5.6,6.9,43.5,6.1,25.3,51,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",8.72,78,17.0,4.1,54.4,11.5,25.8,427,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",32.83,180,5.3,14.0,41.8,8.0,14.0,630,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",20.60,350,23.9,9.3,20.8,10.2,6.6,914,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",8.18,236,9.5,9.5,47.7,9.9,14.3,302,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",12.25,445,5.1,11.2,41.7,5.3,5.0,548,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",18.11,50,3.8,9.4,41.6,12.4,7.4,645,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",9.12,123,7.5,18.7,5.8,4.0,2.1,328,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",5.16,392,9.7,1.3,31.0,2.3,20.0,224,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",6.00,105,22.1,12.6,10.6,14.2,8.4,1027,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",21.49,328,20.9,4.3,19.3,8.8,5.2,671,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",32.70,254,16.3,5.9,38.0,9.8,13.7,958,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",19.13,249,13.2,16.9,24.1,10.9,10.7,479,"natural ingredients","none",true,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",15.13,93,15.0,7.8,18.8,9.0,19.4,874,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",29.84,344,18.5,16.6,35.5,13.6,2.3,209,"natural ingredients","none",true,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",16.27,373,12.0,14.2,51.2,11.4,13.3,327,"natural ingredients","none",true,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",24.53,258,16.2,8.7,6.4,1.1,6.8,303,"natural ingredients","none",true,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",30.89,264,16.4,7.4,6.5,5.2,9.7,958,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",18.38,348,10.3,5.2,21.1,15.5,12.1,233,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",32.61,103,16.0,4.8,13.5,15.2,20.3,379,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",18.28,73,3.1,12.6,53.4,7.8,18.9,450,"natural ingredients","none",false,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",27.50,179,8.3,10.9,50.1,15.3,2.3,229,"natural ingredients","none",true,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",8.89,63,24.9,9.1,27.8,7.4,5.9,1012,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",19.06,115,3.5,20.9,26.0,2.1,16.9,955,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",24.01,356,26.4,18.6,31.1,1.1,9.4,80,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",13.76,231,4.7,12.6,23.9,4.6,5.7,726,"natural ingredients","none",true,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",24.26,257,2.8,9.6,13.7,6.3,19.0,370,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",24.83,294,24.8,20.6,21.9,11.6,17.2,149,"natural ingredients","none",true,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",14.21,356,18.3,20.1,39.4,7.9,2.7,963,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",24.24,372,17.9,17.5,15.8,13.6,18.3,701,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",6.25,416,9.2,18.4,22.8,8.8,8.6,805,"natural ingredients","none",false,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",32.10,69,15.1,18.2,32.7,6.2,11.8,893,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",23.79,147,23.7,2.2,33.4,8.6,25.8,861,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",14.81,439,6.0,8.3,19.5,10.7,24.2,345,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",18.11,84,13.6,16.1,44.4,7.7,17.4,268,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",12.53,369,24.1,14.9,45.6,2.6,14.9,697,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",18.98,115,22.5,7.1,15.1,12.2,13.0,137,"natural ingredients","none",true,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",27.99,148,11.9,12.7,21.8,15.0,17.9,577,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",18.10,75,20.8,1.3,53.5,9.2,9.0,613,"natural ingredients","none",false,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",9.64,428,13.2,16.0,31.2,6.3,24.9,512,"natural ingredients","none",false,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",28.25,121,15.9,12.8,34.0,4.9,20.2,1048,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",22.52,233,23.5,1.8,10.8,12.5,15.0,522,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",22.00,335,18.2,15.6,17.5,7.1,20.8,448,"natural ingredients","none",true,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",9.12,181,15.3,15.1,48.8,15.1,17.2,622,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",7.27,330,23.1,8.5,8.7,7.2,7.5,650,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",19.85,86,18.5,5.9,12.9,9.2,10.9,302,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",6.92,183,16.0,19.9,8.3,11.9,20.5,328,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",24.96,329,3.1,11.4,25.4,10.0,23.8,746,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",28.02,143,5.2,18.9,20.3,11.3,22.9,455,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",24.59,318,23.5,1.6,53.3,5.2,8.7,239,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",13.28,185,22.0,7.6,48.3,9.1,1.0,296,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",27.77,341,8.3,14.1,24.9,7.9,11.7,651,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",34.30,359,4.4,20.4,9.5,7.2,14.5,176,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",25.98,387,18.5,14.7,16.9,15.8,13.6,604,"natural ingredients","none",true,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",11.15,311,3.3,11.7,23.5,2.4,26.0,275,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",9.44,274,19.7,18.7,52.7,14.1,2.4,509,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",26.19,156,8.6,4.2,10.0,10.5,5.0,172,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",21.29,398,21.4,5.0,36.8,9.9,16.5,373,"natural ingredients","none",false,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",31.19,401,19.1,7.5,40.6,2.7,14.1,229,"natural ingredients","none",true,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",25.78,353,13.6,4.1,33.9,6.3,3.3,516,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",15.44,287,4.8,7.2,6.1,7.5,13.8,593,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",18.52,356,25.8,15.0,32.3,7.3,8.0,361,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",5.04,245,7.9,9.8,26.1,7.3,7.3,679,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",5.31,370,5.3,18.7,52.6,2.0,16.5,646,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",13.23,396,15.6,18.0,40.0,2.7,5.3,771,"natural ingredients","none",false,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",31.34,387,15.2,3.8,21.4,5.1,15.3,210,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",28.66,57,24.2,4.6,26.9,5.8,11.3,641,"natural ingredients","none",false,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",22.99,207,5.4,4.1,25.6,4.6,22.4,54,"natural ingredients","none",false,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",32.77,56,22.7,2.8,49.1,1.6,2.6,688,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",29.72,332,22.9,9.6,5.6,9.9,2.0,758,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",14.00,428,14.5,12.0,13.0,10.8,3.8,314,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",22.72,400,16.5,7.8,23.9,15.0,17.5,672,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",28.13,57,13.9,11.7,43.6,5.3,17.3,885,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",10.57,252,8.0,10.6,46.6,3.8,11.3,715,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",22.79,52,20.7,4.6,37.2,2.4,1.7,878,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",29.78,373,14.3,17.4,38.4,8.2,24.0,822,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",9.38,57,14.6,12.8,28.3,13.2,15.0,613,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",29.13,275,11.1,15.3,32.7,1.3,21.2,217,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",7.97,364,22.4,17.1,30.0,14.7,5.2,830,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",19.88,374,21.2,7.3,11.8,13.2,14.0,98,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",7.51,115,9.4,15.6,47.9,1.4,20.9,352,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",21.43,408,24.6,3.0,50.9,9.9,25.9,1049,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",22.25,183,18.6,3.4,45.9,4.3,7.7,858,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",26.05,424,13.2,13.4,47.4,12.6,12.9,110,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",11.61,307,11.1,18.3,25.2,6.6,14.3,142,"natural ingredients","none",false,true,"Healthy savory berry desserts"
